,id,group,category,images,size,colour,season,price,made_in,clothes_care,brand
338, _ 6786/430,Hombre,Pantalones,9,36-48,5,Primavera-Verano,"19,95",PAKISTÁN,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - Se puede usar secadora temperatura reducida,Zara
339, _ 4087/417,Hombre,Pantalones,8,S-XL,3,Primavera-Verano,"12,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
340, _ 4368/073,Hombre,Pantalones,8,38-46,1,Primavera-Verano,"39,95",MARRUECOS,Lavar a mano max 30ºC - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
341,NULL,Hombre,Pantalones,0,NULL,1,Primavera-Verano,"29,95",NULL,NULL - NULL - NULL - NULL - NULL,Zara
342, _ 2725/660,Niño,Camisetas,4,6 años (116 cm)-11-12 años (152 cm),1,Primavera-Verano,"10,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
343, _ 5431/691,Niño,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"7,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
344, _ 7878/668,Niño,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"7,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
345, _ 2795/672,Niño,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"9,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
346, _ 1716/665,Niño,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"7,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
347, _ 7878/673,Niño,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"7,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
348, _ 1716/664,Niño,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"7,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
349, _ 0962/662,Niño,Camisetas,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"10,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
350,NULL,Niño,Camisetas,0,NULL,1,Primavera-Verano,"3,95",NULL,NULL - NULL - NULL - NULL - NULL,Zara
351, _ 4805/675,Niño,Camisetas,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"9,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
352, _ 7878/672,Niño,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"7,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
353, _ 4873/679,Niño,Camisetas,3,6 años (116 cm)-11-12 años (152 cm),1,Primavera-Verano,"10,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
354, _ 0722/661,Niño,Camisetas,4,6 años (116 cm)-13-14 años (164 cm),3,Primavera-Verano,"5,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
355, _ 6264/663,Niño,Camisetas,5,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"7,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
356, _ 4805/693,Niño,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"7,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
357, _ 1716/662,Niño,Camisetas,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"5,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
358, _ 6208/662,Niño,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"9,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
359, _ 2725/671,Niño,Camisetas,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"7,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
360, _ 6462/664,Niño,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"9,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
361, _ 1887/680,Niño,Camisetas,5,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"5,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
362, _ 6224/699,Niño,Camisetas,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"7,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
363, _ 1681/660,Niño,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"7,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
364, _ 5431/672,Niño,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"7,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
365, _ 6208/667,Niño,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"9,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
366, _ 6224/656,Niño,Camisetas,3,6 años (116 cm)-11-12 años (152 cm),1,Primavera-Verano,"10,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
367, _ 6208/681,Niño,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"10,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
368, _ 0962/663,Niño,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"9,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
369, _ 6224/696,Niño,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"7,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
370, _ 5431/692,Niño,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"7,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
371, _ 1681/661,Niño,Camisetas,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"7,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
372,NULL,Niño,Camisetas,0,NULL,1,Primavera-Verano,"5,95",NULL,NULL - NULL - NULL - NULL - NULL,Zara
373, _ 6050/668,Niño,Camisetas,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"7,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
374, _ 4805/676,Niño,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"9,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
375,NULL,Niño,Camisetas,0,NULL,1,Primavera-Verano,"3,95",NULL,NULL - NULL - NULL - NULL - NULL,Zara
376, _ 6224/695,Niño,Camisetas,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"9,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
377, _ 5431/690,Niño,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"7,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
378, _ 6462/662,Niño,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"9,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
379, _ 1716/661,Niño,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"5,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
380, _ 7878/667,Niño,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"7,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
381, _ 4873/734,Niño,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"12,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
382, _ 2725/670,Niño,Camisetas,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"10,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
383, _ 0387/660,Niño,Camisa,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
384, _ 8574/661,Niño,Camisa,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"22,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - Se puede usar secadora temperatura reducida,Zara
385, _ 7545/664,Niño,Camisa,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"15,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
386, _ 5520/661,Niño,Camisa,5,6 años (116 cm)-13-14 años (164 cm),2,Primavera-Verano,"17,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
387, _ 4743/610,Niño,Camisa,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"19,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
388, _ 7545/663,Niño,Camisa,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
389, _ 3182/668,Niño,Camisa,4,6 años (116 cm)-13-14 años (164 cm),2,Primavera-Verano,"15,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - No limpieza en seco - Se puede usar secadora temperatura reducida,Zara
390, _ 1074/119,Niño,Camisa,5,5 años (110 cm)-11-12 años (152 cm),1,Primavera-Verano,"19,95",MARRUECOS,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
391, _ 3182/669,Niño,Camisa,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - No limpieza en seco - Se puede usar secadora temperatura reducida,Zara
392, _ 6887/770,Niño,Camisa,4,6 años (116 cm)-13-14 años (164 cm),2,Primavera-Verano,"12,95",MADAGASCAR,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - No limpieza en seco - Se puede usar secadora temperatura reducida,Zara
393, _ 8574/660,Niño,Camisa,4,6 años (116 cm)-13-14 años (164 cm),2,Primavera-Verano,"22,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - Se puede usar secadora temperatura reducida,Zara
394, _ 6917/667,Niño,Camisa,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"19,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
395, _ 6887/678,Niño,Camisa,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"15,95",MADAGASCAR,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
396, _ 1053/035,Niño,Camisa,5,5 años (110 cm)-13-14 años (164 cm),1,Primavera-Verano,"22,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
397, _ 6917/666,Niño,Camisa,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"15,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
398, _ 3183/663,Niño,Camisa,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"22,95",CHINA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
399, _ 7545/661,Niño,Camisa,5,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"15,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
400, _ 8574/662,Niño,Camisa,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"15,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - No limpieza en seco - Se puede usar secadora temperatura reducida,Zara
401, _ 3182/664,Niño,Camisa,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"15,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - No limpieza en seco - Se puede usar secadora temperatura reducida,Zara
402, _ 7545/670,Niño,Camisa,6,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
403, _ 6887/776,Niño,Camisa,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"15,95",MADAGASCAR,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
404, _ 6887/660,Niño,Camisa,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"15,95",MADAGASCAR,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
405, _ 6987/060,Niño,Camisa,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"19,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
406, _ 1177/338,Niño,Camisa,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"22,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
407, _ 3182/678,Niño,Camisa,5,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - No limpieza en seco - No usar secadora,Zara
408, _ 6887/775,Niño,Camisa,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"15,95",MADAGASCAR,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - No limpieza en seco - Se puede usar secadora temperatura reducida,Zara
409, _ 1090/044,Niño,Camisa,5,5 años (110 cm)-11-12 años (152 cm),1,Primavera-Verano,"19,95",MARRUECOS,Lavar a mano max 30ºC - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
410, _ 0387/661,Niño,Camisa,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
411, _ 1075/279,Niño,Camisa,5,6 años (116 cm)-11-12 años (152 cm),1,Primavera-Verano,"22,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
412, _ 4743/653,Niño,Camisa,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
413, _ 4743/654,Niño,Camisa,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"19,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
414, _ 6887/676,Niño,Camisa,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"15,95",MADAGASCAR,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - No limpieza en seco - Se puede usar secadora temperatura reducida,Zara
415, _ 6987/762,Niño,Jeans,3,6 años (116 cm)-13-14 años (164 cm),2,Primavera-Verano,"17,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
416, _ 6987/681,Niño,Jeans,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"19,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
417, _ 4676/602,Niño,Jeans,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
418, _ 4743/759,Niño,Jeans,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
419, _ 1213/750,Niño,Jeans,3,6 años (116 cm)-13-14 años (164 cm),2,Primavera-Verano,"17,95",PAKISTÁN,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
420, _ 1213/778,Niño,Jeans,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"15,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
421, _ 4743/778,Niño,Jeans,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"15,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
422, _ 4743/655,Niño,Jeans,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
423, _ 1213/652,Niño,Jeans,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
424, _ 1213/651,Niño,Jeans,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
425, _ 1213/654,Niño,Jeans,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
426, _ 6987/771,Niño,Jeans,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"19,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
427, _ 6855/620,Niño,Jeans,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"19,95",EGIPTO,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
428, _ 6987/663,Niño,Jeans,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
429, _ 4743/600,Niño,Jeans,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
430, _ 6987/773,Niño,Jeans,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"15,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
431,NULL,Niño,Jeans,0,NULL,1,Primavera-Verano,"15,95",NULL,NULL - NULL - NULL - NULL - NULL,Zara
432, _ 6987/760,Niño,Jeans,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"19,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
433, _ 4743/656,Niño,Jeans,5,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
434, _ 6987/777,Niño,Jeans,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"15,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
435, _ 6840/650,Niño,Jeans,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"19,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
